target_draw,draw_date,history_cutoff,period,era,consensus_ticket,actual_main_numbers,special_number,hits,m1_plus,m2_plus,m3_plus,m4_plus,m5_plus,m6_plus,n_supported_numbers,top1_score,top1_support,top6_mean_support,rank6_score,rank7_score,rank6_minus_rank7_margin,rank6_support,rank7_support,rank6_rank7_tied,top6_family_breadth_mean,top6_distinct_families,score_entropy_norm,support_concentration_hhi,top6_score_mass_fraction,minority_support_mass,strategy_disagreement,family_disagreement,top6_slots_in_43_49,top6_slots_in_1_12,winner_ranks,winner_supports,winner_min_rank,n_winners_rank_7_8,n_winners_rank_7_12,n_winners_rank_21plus,n_winners_zero_support,top6_mean_gap,winners_mean_gap,top1_missed,special_rank,best_single_strategy_hits,n_strategies_m2plus
112000024,2023-02-10,112000023,SEARCH_1117,POST_2023,5;6;8;18;19;23,7;11;24;28;33;46,3,0,0,0,0,0,0,0,43,0.310606,8,7.1667,0.19697,0.181818,0.015152,9,4,0,4.5,8,0.876709,0.0418,0.391775,0.203463,0.883482,0.853135,0,3,10;23;31;37;38;42,4;1;2;1;3;1,10,0,1,5,0,4.667,5.167,1,13,1,0
112000025,2023-02-14,112000024,SEARCH_1117,POST_2023,6;7;8;19;21;23,11;22;23;30;31;49,14,1,1,0,0,0,0,0,40,0.333333,9,7.6667,0.204545,0.151515,0.05303,9,5,0,4.1667,7,0.868844,0.043684,0.419913,0.257576,0.869986,0.863705,0,3,6;17;23;30;40;44,2;2;9;0;3;2,6,0,0,4,1,5.667,5.5,1,32,2,1
112000026,2023-02-17,112000025,SEARCH_1117,POST_2023,6;8;11;19;21;23,7;9;14;16;26;33,27,0,0,0,0,0,0,0,43,0.401515,10,8.3333,0.19697,0.098485,0.098485,8,4,0,4.6667,8,0.867438,0.047628,0.463203,0.285714,0.860286,0.851284,0,3,11;15;20;33;34;44,2;3;0;2;1;4,11,0,1,3,1,5.333,8.0,1,35,2,3
112000027,2023-02-21,112000026,SEARCH_1117,POST_2023,4;6;7;8;19;23,1;5;6;11;26;46,41,1,1,0,0,0,0,0,41,0.386364,10,6.8333,0.181818,0.174242,0.007576,5,7,0,4.3333,8,0.861798,0.045642,0.411255,0.225108,0.874761,0.851805,0,4,4;8;12;14;35;41,2;2;5;5;1;1,4,1,2,2,0,7.5,6.667,1,33,2,1
112000028,2023-02-24,112000027,SEARCH_1117,POST_2023,4;5;8;11;19;23,15;38;39;40;45;48,2,0,0,0,0,0,0,0,42,0.340909,9,7.8333,0.19697,0.166667,0.030303,5,5,0,4.5,8,0.860678,0.046513,0.443723,0.255411,0.861491,0.849346,0,4,15;16;26;36;46;49,2;4;5;0;2;0,15,0,0,4,2,5.167,10.667,1,13,2,1
112000029,2023-02-28,112000028,SEARCH_1117,POST_2023,4;5;8;11;19;23,2;11;25;26;27;35,10,1,1,0,0,0,0,0,44,0.325758,9,6.8333,0.174242,0.159091,0.015152,6,4,0,4.1667,6,0.877322,0.042081,0.396104,0.186147,0.885962,0.869689,0,4,6;10;15;21;34;39,3;6;1;1;4;3,6,0,1,3,0,6.167,8.0,1,14,3,4
112000030,2023-03-03,112000029,SEARCH_1117,POST_2023,4;5;8;11;19;21,13;16;18;22;34;42,14,0,0,0,0,0,0,0,44,0.340909,10,6.5,0.174242,0.174242,0.0,4,7,1,4.5,7,0.881027,0.041931,0.393939,0.238095,0.887277,0.849624,0,4,20;24;27;30;34;47,1;0;1;1;3;1,20,0,0,5,1,7.5,9.333,1,19,1,0
112000031,2023-03-07,112000030,SEARCH_1117,POST_2023,4;8;11;18;21;22,13;17;23;25;32;41,16,0,0,0,0,0,0,0,43,0.25,7,6.0,0.166667,0.143939,0.022727,6,5,0,4.5,8,0.894919,0.036722,0.34632,0.231602,0.891507,0.857702,0,3,9;10;17;32;34;35,2;5;6;1;2;2,9,0,2,3,0,6.667,11.833,1,28,2,3
112000032,2023-03-10,112000031,SEARCH_1117,POST_2023,4;11;19;21;22;23,15;19;29;32;39;40,35,1,1,0,0,0,0,0,40,0.242424,6,7.0,0.166667,0.151515,0.015152,7,4,0,4.5,7,0.880107,0.038605,0.361472,0.194805,0.884193,0.849939,0,2,2;20;27;30;43;46,0;7;2;2;4;0,2,0,0,4,2,7.667,5.833,1,28,2,5
112000033,2023-03-14,112000032,SEARCH_1117,POST_2023,4;8;11;19;21;23,3;4;11;12;20;37,5,2,1,1,0,0,0,0,41,0.272727,7,6.8333,0.159091,0.136364,0.022727,5,3,0,4.3333,7,0.884805,0.038708,0.376623,0.207792,0.886267,0.8636,0,3,2;6;8;10;12;14,2;6;5;3;3;7,2,1,3,0,0,8.167,18.167,1,21,4,8
112000034,2023-03-17,112000033,SEARCH_1117,POST_2023,7;8;11;13;21;23,6;7;10;24;29;40,16,1,1,0,0,0,0,0,41,0.325758,9,6.6667,0.143939,0.143939,0.0,4,5,1,4.3333,7,0.881016,0.04031,0.374459,0.229437,0.878803,0.85223,0,3,5;11;19;28;30;44,1;4;3;3;0;5,5,0,1,3,1,6.5,8.5,1,43,2,4
112000035,2023-03-21,112000034,SEARCH_1117,POST_2023,8;9;11;19;22;23,3;11;20;30;41;45,28,1,1,0,0,0,0,0,39,0.287879,7,6.0,0.151515,0.151515,0.0,4,5,1,3.5,7,0.882695,0.037621,0.339827,0.218615,0.88263,0.84943,0,3,4;27;29;33;40;48,0;5;1;3;0;2,4,0,0,5,2,5.833,4.5,1,9,2,1
112000036,2023-03-24,112000035,SEARCH_1117,POST_2023,3;8;11;23;37;43,2;14;26;34;40;46,13,0,0,0,0,0,0,0,39,0.30303,9,7.1667,0.151515,0.143939,0.007576,8,5,0,4.5,8,0.870602,0.041959,0.387446,0.229437,0.873949,0.832283,1,3,23;25;30;39;40;48,0;2;1;1;8;0,23,0,0,6,2,7.167,6.833,1,22,2,1
112000037,2023-03-28,112000036,SEARCH_1117,POST_2023,2;8;11;23;36;43,3;10;26;35;37;44,15,0,0,0,0,0,0,0,37,0.280303,9,7.5,0.166667,0.159091,0.007576,9,8,0,4.1667,9,0.858096,0.042906,0.393939,0.218615,0.854362,0.836176,1,3,10;11;12;17;30;39,3;0;5;1;3;6,10,0,3,2,1,10.667,5.833,1,25,2,4
112000038,2023-03-31,112000037,SEARCH_1117,POST_2023,2;3;8;11;26;36,10;22;26;29;45;47,41,1,1,0,0,0,0,0,37,0.333333,11,7.3333,0.174242,0.166667,0.007576,7,7,0,4.8333,8,0.835188,0.048659,0.428571,0.151515,0.84529,0.817099,0,4,6;10;11;20;31;32,4;5;7;1;1;7,6,0,2,2,0,7.167,5.333,1,28,2,6
112000039,2023-04-04,112000038,SEARCH_1117,POST_2023,3;8;10;11;22;36,10;19;21;33;35;47,9,1,1,0,0,0,0,0,39,0.30303,8,7.0,0.174242,0.159091,0.015152,7,4,0,4.8333,8,0.866956,0.042625,0.400433,0.248918,0.863374,0.833323,0,4,1;13;26;28;33;37,8;1;3;1;1;1,1,0,0,4,0,7.667,7.0,0,12,2,1
112000040,2023-04-07,112000039,SEARCH_1117,POST_2023,8;10;11;17;23;36,4;11;20;25;32;39,30,1,1,0,0,0,0,0,37,0.378788,10,6.8333,0.166667,0.159091,0.007576,6,5,0,4.1667,7,0.851909,0.044255,0.378788,0.170996,0.861905,0.826625,0,3,3;26;38;43;45;47,0;6;0;0;1;0,3,0,0,5,4,10.667,7.0,1,28,1,0
112000041,2023-04-11,112000040,SEARCH_1117,POST_2023,3;8;10;11;22;36,9;12;30;31;33;37,25,0,0,0,0,0,0,0,42,0.363636,11,6.8333,0.174242,0.166667,0.007576,6,4,0,4.6667,8,0.876218,0.042325,0.393939,0.244589,0.874944,0.842022,0,4,15;20;22;25;32;38,2;1;2;2;1;3,15,0,0,4,0,8.667,8.5,1,21,2,2
112000042,2023-04-14,112000041,SEARCH_1117,POST_2023,3;8;10;11;17;23,10;22;23;35;46;49,2,2,1,1,0,0,0,0,42,0.333333,10,6.6667,0.166667,0.166667,0.0,7,6,1,4.3333,7,0.876372,0.041819,0.385281,0.212121,0.87161,0.843145,0,4,2;6;8;32;33;49,8;5;7;1;0;4,2,1,1,3,1,8.5,7.333,1,24,3,6
112000043,2023-04-18,112000042,SEARCH_1117,POST_2023,10;11;17;22;23;28,6;8;10;28;41;43,45,2,1,1,0,0,0,0,45,0.424242,11,6.8333,0.136364,0.136364,0.0,4,3,1,4.8333,8,0.882381,0.04493,0.402597,0.300866,0.87887,0.847396,0,2,1;6;9;12;21;34,2;2;11;4;2;8,1,0,2,2,0,6.167,14.0,0,31,4,7
112000044,2023-04-21,112000043,SEARCH_1117,POST_2023,10;11;17;22;23;36,7;11;23;25;27;43,5,2,1,1,0,0,0,0,43,0.401515,11,7.5,0.143939,0.136364,0.007576,5,3,0,4.5,8,0.877062,0.04419,0.406926,0.281385,0.873689,0.844376,0,2,3;6;17;18;26;47,2;8;5;0;2;4,3,0,0,2,1,8.167,6.0,1,9,2,5
112000045,2023-04-25,112000044,SEARCH_1117,POST_2023,2;10;11;17;23;36,5;12;13;27;28;41,37,0,0,0,0,0,0,0,43,0.265152,8,7.1667,0.174242,0.151515,0.022727,4,4,0,4.5,8,0.885693,0.039242,0.374459,0.274892,0.87905,0.849568,0,3,17;22;30;32;35;49,2;1;1;2;2;0,17,0,0,5,1,9.167,6.833,1,10,2,1
112000046,2023-04-28,112000045,SEARCH_1117,POST_2023,8;10;11;17;22;23,5;31;38;41;43;47,28,0,0,0,0,0,0,0,44,0.318182,9,7.1667,0.189394,0.181818,0.007576,7,8,0,4.3333,6,0.890328,0.04046,0.396104,0.272727,0.882047,0.864891,0,3,9;15;20;31;40;44,3;2;4;2;1;1,9,0,1,3,0,4.833,5.667,1,48,2,2
112000047,2023-05-02,112000046,SEARCH_1117,POST_2023,1;5;10;11;23;36,8;9;14;37;42;46,10,0,0,0,0,0,0,0,37,0.287879,8,7.3333,0.174242,0.166667,0.007576,7,5,0,4.3333,7,0.84976,0.044302,0.393939,0.108225,0.868962,0.830065,0,4,7;14;20;32;42;49,5;0;1;4;2;0,7,1,1,3,2,10.167,8.167,1,5,2,1
112000048,2023-05-05,112000047,SEARCH_1117,POST_2023,1;5;8;11;22;23,10;13;16;19;21;48,30,0,0,0,0,0,0,0,41,0.318182,7,7.0,0.181818,0.166667,0.015152,8,5,0,4.0,8,0.874702,0.042606,0.404762,0.270563,0.876286,0.866301,0,4,8;10;15;16;23;38,5;1;4;2;2;4,8,1,2,2,0,6.333,10.667,1,39,2,3
112000049,2023-05-09,112000048,SEARCH_1117,POST_2023,1;8;10;17;22;36,1;21;22;29;31;44,3,2,1,1,0,0,0,0,44,0.310606,9,7.3333,0.159091,0.151515,0.007576,7,5,0,4.1667,7,0.886521,0.04076,0.393939,0.294372,0.887883,0.872076,0,3,2;6;12;13;27;40,6;4;7;2;1;4,2,0,1,2,0,13.667,9.333,1,24,2,8
112000050,2023-05-12,112000049,SEARCH_1117,POST_2023,2;5;8;10;15;17,2;7;9;18;20;48,14,1,1,0,0,0,0,0,44,0.30303,9,5.6667,0.159091,0.143939,0.015152,4,6,0,3.6667,7,0.893272,0.038371,0.361472,0.207792,0.891627,0.86464,0,4,2;12;14;18;34;45,5;0;3;4;3;2,2,0,1,2,1,10.0,9.167,1,19,2,6
112000051,2023-05-16,112000050,SEARCH_1117,POST_2023,6;10;15;17;19;21,1;19;26;34;38;43,48,1,1,0,0,0,0,0,45,0.30303,8,6.6667,0.174242,0.166667,0.007576,7,4,0,4.3333,8,0.88865,0.039795,0.374459,0.290043,0.886974,0.875598,0,2,3;8;21;22;33;46,0;7;1;6;3;3,3,1,1,4,1,9.167,7.167,1,45,3,5
112000052,2023-05-19,112000051,SEARCH_1117,POST_2023,3;4;10;11;19;21,5;8;9;35;38;44,31,0,0,0,0,0,0,0,41,0.257576,6,6.6667,0.212121,0.212121,0.0,7,6,1,4.5,7,0.856791,0.044358,0.402597,0.186147,0.866922,0.849159,0,4,13;22;25;28;42;48,0;3;1;2;0;2,13,0,0,5,2,7.167,4.5,1,37,1,0
112000053,2023-05-23,112000052,SEARCH_1117,POST_2023,4;5;8;10;11;19,5;20;23;38;44;46,33,1,1,0,0,0,0,0,38,0.295455,7,6.3333,0.159091,0.151515,0.007576,5,4,0,4.3333,7,0.861796,0.041903,0.376623,0.170996,0.879434,0.839034,0,5,1;12;29;35;41;49,7;0;6;1;2;0,1,0,1,4,2,5.167,3.5,0,46,2,5
112000054,2023-05-26,112000053,SEARCH_1117,POST_2023,4;5;8;11;15;17,5;10;12;15;30;36,26,2,1,1,0,0,0,0,42,0.386364,9,6.8333,0.166667,0.159091,0.007576,7,6,0,4.3333,8,0.867424,0.044021,0.396104,0.194805,0.87929,0.851883,0,4,1;3;7;10;21;44,9;6;0;6;3;8,1,1,2,2,1,12.0,14.667,0,11,2,12
112000055,2023-05-30,112000054,SEARCH_1117,POST_2023,4;5;8;10;11;23,5;6;9;29;43;45,27,1,1,0,0,0,0,0,43,0.325758,8,7.5,0.174242,0.151515,0.022727,5,6,0,4.6667,7,0.873566,0.044246,0.428571,0.238095,0.884618,0.853744,0,5,1;9;11;13;32;42,8;3;3;1;4;3,1,0,2,2,0,5.5,7.167,0,8,3,2
112000056,2023-06-02,112000055,SEARCH_1117,POST_2023,4;5;8;10;17;23,1;5;13;16;23;34,49,2,1,1,0,0,0,0,47,0.371212,9,7.1667,0.181818,0.136364,0.045455,7,6,0,4.1667,7,0.887268,0.043862,0.428571,0.277056,0.884848,0.861634,0,4,1;6;12;21;25;49,1;9;2;0;7;2,1,0,1,3,1,8.5,5.0,0,27,2,8
112000057,2023-06-06,112000056,SEARCH_1117,POST_2023,4;5;8;10;11;17,8;13;27;30;41;43,18,1,1,0,0,0,0,0,40,0.333333,8,6.3333,0.159091,0.159091,0.0,7,7,1,4.0,7,0.884132,0.03928,0.363636,0.218615,0.882497,0.835476,0,5,2;11;12;14;33;36,6;5;3;2;2;5,2,0,2,2,0,10.833,5.667,1,25,2,8
112000058,2023-06-09,112000057,SEARCH_1117,POST_2023,4;5;8;10;17;23,30;32;36;38;46;49,26,0,0,0,0,0,0,0,42,0.424242,10,7.1667,0.166667,0.159091,0.007576,5,5,0,4.5,8,0.856208,0.049624,0.435065,0.231602,0.86468,0.832531,0,4,15;24;28;35;36;41,1;2;3;4;3;4,15,0,0,5,0,9.0,8.167,1,32,3,6
112000059,2023-06-13,112000058,SEARCH_1117,POST_2023,4;5;8;10;11;17,1;6;8;9;10;21,2,2,1,1,0,0,0,0,42,0.363636,9,7.0,0.174242,0.151515,0.022727,6,6,0,4.1667,8,0.862421,0.045567,0.424242,0.233766,0.87918,0.853765,0,5,2;3;11;16;20;29,1;2;7;1;7;5,2,0,1,1,0,12.0,4.667,1,43,2,8
112000060,2023-06-16,112000059,SEARCH_1117,POST_2023,4;5;8;10;17;23,2;21;22;30;33;41,42,0,0,0,0,0,0,0,42,0.30303,9,6.8333,0.174242,0.143939,0.030303,7,4,0,4.8333,8,0.884906,0.039926,0.380952,0.229437,0.889088,0.842567,0,4,17;19;27;29;38;46,2;1;0;2;2;3,17,0,0,4,1,9.833,7.667,1,21,2,2
112000061,2023-06-20,112000060,SEARCH_1117,POST_2023,4;5;8;10;17;38,5;15;32;34;37;41,11,1,1,0,0,0,0,0,43,0.287879,8,6.1667,0.143939,0.136364,0.007576,5,6,0,4.3333,8,0.897304,0.037649,0.361472,0.270563,0.896709,0.856813,0,4,2;9;18;20;38;48,7;2;1;0;3;3,2,0,1,2,1,10.5,5.833,1,17,2,2
112000062,2023-06-23,112000061,SEARCH_1117,POST_2023,3;4;5;8;10;17,4;8;23;31;42;49,16,2,1,1,0,0,0,0,44,0.477273,11,6.8333,0.136364,0.121212,0.015152,3,5,0,4.3333,8,0.873908,0.047769,0.4329,0.268398,0.885002,0.871536,0,5,2;5;8;19;44;48,6;7;5;0;3;1,2,1,1,2,1,14.167,10.5,1,13,2,5
112000063,2023-06-27,112000062,SEARCH_1117,POST_2023,3;4;5;8;17;23,13;24;30;37;43;44,4,0,0,0,0,0,0,0,40,0.401515,9,7.3333,0.166667,0.159091,0.007576,4,6,0,4.6667,8,0.8513,0.049812,0.437229,0.203463,0.863584,0.835743,0,4,10;19;24;28;34;42,0;7;3;1;2;2,10,0,1,4,1,10.5,9.333,1,5,2,1
112000064,2023-06-30,112000063,SEARCH_1117,POST_2023,5;8;11;12;17;30,6;22;26;29;32;43,38,0,0,0,0,0,0,0,39,0.44697,10,7.8333,0.174242,0.166667,0.007576,10,6,0,4.6667,7,0.838388,0.051348,0.430736,0.203463,0.854684,0.818253,0,4,15;27;29;30;41;45,0;0;1;2;1;5,15,0,0,5,2,11.5,5.833,1,32,2,1
112000065,2023-07-04,112000064,SEARCH_1117,POST_2023,4;5;6;8;17;23,6;12;15;16;24;41,21,1,1,0,0,0,0,0,40,0.401515,9,6.5,0.151515,0.143939,0.007576,5,10,0,3.8333,7,0.859363,0.046541,0.411255,0.201299,0.871698,0.828435,0,4,3;12;13;19;21;42,5;2;0;3;4;4,3,0,1,2,1,8.0,5.167,1,43,2,5
112000066,2023-07-07,112000065,SEARCH_1117,POST_2023,5;6;8;17;41;43,3;6;15;21;24;33,14,1,1,0,0,0,0,0,44,0.393939,9,8.0,0.159091,0.151515,0.007576,10,5,0,4.6667,9,0.887544,0.04151,0.376623,0.292208,0.870951,0.842921,1,3,3;10;21;24;35;43,3;5;1;1;2;2,3,0,1,4,0,8.0,7.333,1,29,2,1
112000067,2023-07-11,112000066,SEARCH_1117,POST_2023,5;6;8;11;17;18,10;21;26;34;48;49,39,0,0,0,0,0,0,0,44,0.393939,9,6.8333,0.159091,0.136364,0.022727,6,3,0,4.0,8,0.890121,0.042156,0.402597,0.311688,0.887067,0.868314,0,4,8;10;25;36;37;44,3;1;4;3;4;2,8,1,2,4,0,14.667,6.667,1,22,3,4
112000068,2023-07-14,112000067,SEARCH_1117,POST_2023,5;6;8;10;17;21,10;15;17;33;34;45,36,2,1,1,0,0,0,0,43,0.340909,10,6.8333,0.174242,0.151515,0.022727,4,6,0,4.3333,8,0.884261,0.041444,0.402597,0.253247,0.877635,0.835538,0,4,1;3;19;29;32;40,10;1;6;3;2;3,1,0,0,3,0,9.0,9.333,0,16,2,5
112000069,2023-07-18,112000068,SEARCH_1117,POST_2023,5;6;10;11;15;21,4;5;16;19;34;40,10,1,1,0,0,0,0,0,41,0.44697,12,7.5,0.19697,0.159091,0.037879,6,6,0,5.0,7,0.855974,0.048837,0.437229,0.24026,0.857495,0.831521,0,4,2;9;21;28;34;45,3;6;0;2;3;4,2,0,1,4,1,6.667,11.833,1,1,2,2
112000070,2023-07-21,112000069,SEARCH_1117,POST_2023,4;5;6;10;11;21,3;15;35;39;41;49,38,0,0,0,0,0,0,0,38,0.378788,9,6.3333,0.166667,0.143939,0.022727,7,6,0,4.6667,7,0.862057,0.043243,0.383117,0.233766,0.868571,0.805679,0,5,9;10;15;28;37;40,0;4;1;8;9;2,9,0,2,3,1,6.167,10.333,1,47,3,5
112000071,2023-07-25,112000070,SEARCH_1117,POST_2023,5;6;10;11;14;17,12;17;28;33;40;45,39,1,1,0,0,0,0,0,41,0.310606,8,6.3333,0.143939,0.136364,0.007576,5,5,0,4.0,8,0.868506,0.042316,0.38961,0.190476,0.879464,0.847756,0,4,6;14;29;30;40;44,0;5;6;1;1;2,6,0,0,4,1,10.667,7.167,1,34,2,4
112000072,2023-07-28,112000071,SEARCH_1117,POST_2023,5;10;11;14;15;33,1;3;22;25;34;44,32,0,0,0,0,0,0,0,42,0.30303,7,6.3333,0.143939,0.136364,0.007576,6,3,0,4.0,7,0.885032,0.039626,0.365801,0.162338,0.885634,0.859757,0,3,13;19;23;31;34;43,0;1;1;3;6;1,13,0,0,4,1,10.5,10.5,1,47,2,1
112000073,2023-08-01,112000072,SEARCH_1117,POST_2023,5;6;10;11;14;15,11;26;37;38;40;41,28,1,1,0,0,0,0,0,40,0.257576,6,5.8333,0.166667,0.136364,0.030303,5,3,0,4.0,7,0.888414,0.037715,0.363636,0.248918,0.886777,0.853194,0,4,3;16;18;26;32;47,8;4;0;2;2;7,3,0,0,3,1,12.333,10.833,1,45,3,5
112000074,2023-08-04,112000073,SEARCH_1117,POST_2023,5;10;11;14;26;34,6;10;21;34;38;41,47,2,1,1,0,0,0,0,41,0.257576,7,6.8333,0.151515,0.143939,0.007576,9,6,0,4.6667,8,0.891771,0.037181,0.348485,0.257576,0.872545,0.85079,0,3,3;6;8;9;19;28,3;6;2;9;2;8,3,1,2,1,0,7.0,4.167,1,21,3,10
112000075,2023-08-08,112000074,SEARCH_1117,POST_2023,5;6;10;14;15;34,11;26;28;30;41;45,22,0,0,0,0,0,0,0,40,0.371212,10,7.5,0.189394,0.151515,0.037879,5,6,0,5.0,7,0.86434,0.044489,0.411255,0.253247,0.852096,0.815233,0,3,10;12;25;32;35;45,1;5;2;0;9;2,10,0,2,4,1,7.0,4.167,1,20,3,5
112000076,2023-08-11,112000075,SEARCH_1117,POST_2023,5;6;10;14;17;26,8;27;34;38;39;47,30,0,0,0,0,0,0,0,39,0.287879,8,6.6667,0.159091,0.159091,0.0,4,10,1,4.3333,7,0.866059,0.042269,0.38961,0.212121,0.854598,0.844458,0,3,10;14;18;21;35;38,2;1;7;4;1;7,10,0,1,3,0,7.667,12.167,1,31,2,4
112000077,2023-08-15,112000076,SEARCH_1117,POST_2023,5;6;7;10;14;26,10;22;26;30;34;43,41,2,1,1,0,0,0,0,41,0.30303,8,7.0,0.204545,0.204545,0.0,6,9,1,4.3333,8,0.861046,0.044564,0.417749,0.248918,0.85743,0.839235,0,4,1;3;7;26;34;43,8;0;9;1;9;2,1,1,1,3,1,12.167,4.333,0,9,3,9
112000078,2023-08-18,112000077,SEARCH_1117,POST_2023,7;10;14;26;34;41,13;19;21;24;41;45,44,1,1,0,0,0,0,0,40,0.454545,12,9.3333,0.159091,0.136364,0.022727,9,3,0,5.3333,7,0.840004,0.053213,0.474026,0.218615,0.819717,0.80273,0,2,6;28;29;30;31;37,1;1;1;1;9;3,6,0,0,5,0,10.833,7.667,1,33,2,3
112000079,2023-08-22,112000078,SEARCH_1117,POST_2023,7;10;14;21;26;34,2;19;26;34;43;46,31,2,1,1,0,0,0,0,39,0.393939,9,7.8333,0.189394,0.159091,0.030303,7,10,0,4.6667,7,0.848927,0.048031,0.443723,0.21645,0.848007,0.823504,0,2,2;4;25;27;35;38,1;1;9;9;3;1,2,0,0,4,0,11.333,7.833,1,24,3,8
112000080,2023-08-25,112000079,SEARCH_1117,POST_2023,7;10;14;26;34;41,2;10;20;31;33;46,24,1,1,0,0,0,0,0,39,0.424242,11,8.8333,0.204545,0.128788,0.075758,6,6,0,5.0,7,0.838541,0.05177,0.47619,0.261905,0.832632,0.804391,0,2,1;8;18;19;46;49,3;11;3;2;0;0,1,1,1,2,2,11.667,9.833,0,32,2,1
112000081,2023-08-29,112000080,SEARCH_1117,POST_2023,7;10;14;26;34;41,6;7;10;22;41;42,31,3,1,1,1,0,0,0,38,0.409091,10,8.5,0.181818,0.166667,0.015152,9,6,0,4.8333,7,0.840867,0.049877,0.445887,0.177489,0.836767,0.809655,0,2,1;2;6;12;17;40,0;7;10;2;9;5,1,0,1,1,1,12.167,10.833,0,31,2,13
112000082,2023-09-01,112000081,SEARCH_1117,POST_2023,6;10;14;26;34;41,1;19;26;34;45;49,37,2,1,1,0,0,0,0,42,0.409091,10,9.0,0.159091,0.143939,0.015152,6,6,0,5.3333,7,0.860748,0.047404,0.437229,0.285714,0.836521,0.809268,0,2,2;3;12;32;34;42,2;1;10;10;3;1,2,0,1,3,0,7.333,5.833,1,48,3,11
112000083,2023-09-05,112000082,SEARCH_1117,POST_2023,10;14;18;26;34;41,12;14;32;34;40;48,39,2,1,1,0,0,0,0,42,0.386364,9,8.6667,0.181818,0.166667,0.015152,9,4,0,4.8333,7,0.856643,0.048247,0.452381,0.300866,0.842775,0.831714,0,1,3;4;30;31;38;39,1;7;1;9;2;2,3,0,0,4,0,12.5,15.667,1,29,2,3
112000084,2023-09-08,112000083,SEARCH_1117,POST_2023,4;5;10;26;34;41,14;20;23;33;34;40,24,1,1,0,0,0,0,0,42,0.393939,9,8.1667,0.151515,0.143939,0.007576,4,6,0,4.5,7,0.853316,0.048603,0.441558,0.199134,0.843655,0.828765,0,3,4;10;18;26;37;39,3;1;3;1;9;1,4,0,1,3,0,6.5,5.5,1,30,2,2
112000085,2023-09-12,112000084,SEARCH_1117,POST_2023,4;10;18;26;34;41,21;22;26;33;34;35,46,2,1,1,0,0,0,0,42,0.378788,10,8.3333,0.181818,0.166667,0.015152,9,4,0,4.6667,7,0.857422,0.04776,0.441558,0.348485,0.825166,0.816687,0,2,2;3;14;32;38;46,0;2;10;2;9;1,2,0,0,3,1,10.5,5.167,1,35,3,11
112000086,2023-09-15,112000085,SEARCH_1117,POST_2023,4;10;21;22;26;34,12;16;19;30;37;39,14,0,0,0,0,0,0,0,37,0.393939,9,8.3333,0.227273,0.151515,0.075758,10,7,0,5.1667,8,0.831523,0.050777,0.463203,0.242424,0.81984,0.778593,0,2,29;31;40;42;43;47,0;0;0;1;0;2,29,0,0,6,4,4.333,9.333,1,41,1,0
112000087,2023-09-19,112000086,SEARCH_1117,POST_2023,4;10;21;22;26;34,3;16;24;35;37;41,27,0,0,0,0,0,0,0,42,0.30303,7,7.5,0.219697,0.136364,0.083333,7,8,0,4.8333,8,0.868288,0.04419,0.4329,0.298701,0.843805,0.815192,0,2,7;20;22;28;31;39,1;1;2;1;1;8,7,1,1,4,0,5.333,5.667,1,32,2,1
112000088,2023-09-22,112000087,SEARCH_1117,POST_2023,4;10;18;21;26;34,2;13;32;36;38;43,34,0,0,0,0,0,0,0,41,0.287879,7,8.0,0.151515,0.136364,0.015152,7,8,0,4.6667,7,0.868392,0.043534,0.417749,0.233766,0.848612,0.821277,0,2,8;17;18;24;45;47,3;2;0;6;0;6,8,1,1,3,2,12.167,12.333,1,4,4,2
112000089,2023-09-26,112000088,SEARCH_1117,POST_2023,2;4;5;10;21;34,9;14;26;37;38;39,8,0,0,0,0,0,0,0,39,0.348485,9,6.5,0.166667,0.143939,0.022727,4,9,0,4.0,7,0.865204,0.04314,0.396104,0.162338,0.85831,0.823918,0,4,11;16;19;26;46;47,3;3;4;0;2;0,11,0,1,3,2,9.5,7.5,1,29,1,0
112000090,2023-09-29,112000089,SEARCH_1117,POST_2023,4;10;14;18;26;34,6;9;18;35;38;48,25,1,1,0,0,0,0,0,40,0.287879,10,7.1667,0.166667,0.166667,0.0,7,5,1,4.3333,7,0.868558,0.042278,0.396104,0.24026,0.85966,0.833968,0,2,6;11;13;27;37;40,1;3;7;1;5;1,6,0,1,3,0,12.833,10.167,1,24,2,2
112000091,2023-10-03,112000090,SEARCH_1117,POST_2023,4;6;7;10;26;34,3;22;29;31;40;44,48,0,0,0,0,0,0,0,42,0.295455,8,6.6667,0.143939,0.143939,0.0,4,4,1,4.0,7,0.8748,0.042156,0.400433,0.231602,0.867881,0.839885,0,4,20;26;28;33;40;49,1;2;5;1;0;1,20,0,0,5,1,8.5,12.333,1,41,2,2
112000092,2023-10-06,112000091,SEARCH_1117,POST_2023,4;7;10;11;26;34,6;16;21;27;30;49,26,0,0,0,0,0,0,0,40,0.333333,11,7.0,0.136364,0.136364,0.0,5,3,1,4.3333,7,0.863474,0.044133,0.404762,0.179654,0.866461,0.832472,0,4,22;26;29;40;45;46,1;2;1;0;0;1,22,0,0,6,2,12.0,7.667,1,3,1,0
